Ensembl_ID	mean_alive	mean_dead	log2_fc	p_value	p_adj
ENSG00000000003.15	2.3779530008856877	2.3468924353406244	0.031060565545063312	0.07899932889962462	0.5083118844857276
ENSG00000000419.13	2.7038816634959884	2.6912627808654674	0.012618882630520911	0.25109684683391925	0.6953791198411179
ENSG00000000457.14	1.3549570391328807	1.3114676606466895	0.043489378486191166	0.020848271308019008	0.36984341859578335
ENSG00000000460.17	1.260850510155928	1.1827473394253236	0.07810317073060435	0.0028720799749440227	0.274998131871261
ENSG00000000938.13	1.2771764050641015	1.1944118071341812	0.0827645979299203	0.03388189989897253	0.4037593071294226
ENSG00000000971.16	1.6692507276945463	1.7178032287207026	-0.04855250102615627	0.2929984762396459	0.7212622897104273
ENSG00000001036.14	2.2798446845701723	2.2975861437110163	-0.017741459140844018	0.29543098634882214	0.7234010672984842
ENSG00000001084.13	1.5703196201569498	1.5199037772905941	0.0504158428663557	0.029649623532182888	0.3954617229404483
ENSG00000001167.14	2.0698423828640102	2.0250797244048346	0.0447626584591756	0.026436984793371	0.38683056441085334
ENSG00000001460.18	1.1892365483332072	1.1960447708882123	-0.006808222555005017	0.7611342976495321	0.9327080979365048
ENSG00000001461.17	1.7281343309003905	1.7430858151450102	-0.014951484244619673	0.5251230760850815	0.8390708113020879
ENSG00000001497.18	1.6613225510238352	1.6422214969155113	0.019101054108323856	0.2623524020122755	0.7034617677354399
ENSG00000001561.7	1.8412777897267696	1.816898746085845	0.02437904364092458	0.32241852470723675	0.7389475561405779
ENSG00000001617.12	2.4597875938239784	2.4453996099521302	0.014387983871848142	0.5864805146444347	0.8677269026359195
ENSG00000001629.10	2.0168311109526247	1.9906484758399972	0.026182635112627528	0.1278494047200339	0.5853818755785617
ENSG00000001631.16	1.074315746498291	1.0750426640426478	-7.2691754435672e-4	0.969745039072722	0.9932548366614089
ENSG00000002016.18	1.5605009025268166	1.5919690635761528	-0.03146816104933614	0.233434144647203	0.6790691201271112
ENSG00000002330.14	2.1788033752206997	2.1845031365889565	-0.005699761368256784	0.7260319725329529	0.9209205198763547
ENSG00000002549.12	2.575815059541658	2.5203344766205293	0.05548058292112845	0.003110340242667998	0.28499763971883235
ENSG00000002586.20	2.505793762993441	2.5187130247845846	-0.012919261791143555	0.5577705204765513	0.8538448592545995
ENSG00000002587.10	1.0307209617145559	0.9990532725127945	0.03166768920176133	0.3732339387636635	0.7653612852228685
ENSG00000002726.21	1.410423664785497	1.3765736643536788	0.033850000431818295	0.7001649515323376	0.9120569763381766
ENSG00000002834.18	2.515539599232919	2.52527006353055	-0.009730464297631247	0.5321224516685739	0.8433494486472765
ENSG00000002919.15	1.8119880738631358	1.7846102748730766	0.02737779899005921	0.16712562236581838	0.6250487684120859
ENSG00000002933.9	2.1095596406089108	2.1027507996281347	0.006808840980776054	0.8867484786867048	0.9768936181781399
ENSG00000003056.8	2.36665141268303	2.354544054602416	0.012107358080613917	0.5161981218155542	0.8364217478016255
ENSG00000003147.19	1.6690676289041666	1.7125661905675476	-0.04349856166338095	0.16514343579191762	0.6238362759877215
ENSG00000003249.15	2.0563038160595317	2.071535444398084	-0.015231628338552294	0.624628977348477	0.8856071878236956
ENSG00000003393.15	1.4154496236353562	1.4014818884507916	0.013967735184564622	0.5351436896125139	0.8443881944483572
ENSG00000003400.15	1.502861270067344	1.450506645832475	0.05235462423486914	0.17778670604988847	0.6346259197045565
ENSG00000003402.20	1.6505715155445735	1.6300708344519854	0.02050068109258807	0.3722115318756519	0.7649139915062869
ENSG00000003509.16	1.738134002463047	1.7044903923287384	0.0336436101343085	0.03070637743250837	0.39574671595529765
ENSG00000003756.17	1.8502847793586186	1.818077715663387	0.03220706369523163	0.15773514869845454	0.618957419224753
ENSG00000003989.18	1.4514471718660407	1.404354297009774	0.047092874856266675	0.4939781502294597	0.8243085813852479
ENSG00000004059.11	2.840705657944928	2.836789785207771	0.003915872737157322	0.7348208165779262	0.9230299885145833
ENSG00000004142.12	2.6243280243101546	2.624343296380248	-1.527207009344167e-5	0.9988443942274539	0.9995327973380717
ENSG00000004399.13	2.143492070753422	2.1420582592266353	0.001433811526786677	0.9602597747390386	0.9909666187224685
ENSG00000004455.17	2.3907416591638757	2.3635444851212832	0.027197174042592476	0.06683592358830784	0.48716202453481755
ENSG00000004478.8	2.617272239928749	2.620593227400402	-0.003320987471652881	0.824446383145149	0.9540470197576107
ENSG00000004487.17	2.4495594013050654	2.4463499816279466	0.003209419677118852	0.8351384460812951	0.9576628184969531
ENSG00000004534.15	1.999399395173097	1.959154789291431	0.04024460588166612	0.060639446930846955	0.47857361601109166
ENSG00000004700.16	1.5951345311950222	1.5535464239086842	0.041588107286337994	0.216717739741524	0.66679317912428
ENSG00000004766.17	1.3297501724165421	1.3255877581759803	0.004162414240561851	0.8330880887805725	0.9573356074543029
ENSG00000004776.13	1.8658138188031452	1.8576479973690103	0.008165821434134912	0.865138302883834	0.9695902989764535
ENSG00000004777.18	1.7107158415294077	1.7225872768743773	-0.011871435344969594	0.7622021614868959	0.9334339100493066
ENSG00000004779.10	2.688239675831193	2.667522311368394	0.020717364462798926	0.13911394557727133	0.599156459714601
ENSG00000004799.8	1.66923897399955	1.6474231813206541	0.021815792678895773	0.569433003600617	0.8611149569756424
ENSG00000004838.14	1.3554296701799613	1.330191303715615	0.025238366464346296	0.6614226482499818	0.8990522831184884
ENSG00000004864.14	2.1658307049857184	2.1695798013407557	-0.0037490963550372847	0.8216141857819885	0.9534360303960976
ENSG00000004866.22	1.7769396655214278	1.7642310638794898	0.012708601641937989	0.4909887456448465	0.8226914848747937
ENSG00000004897.12	1.9303222884146352	1.8928364648820482	0.037485823532587004	0.04366337734912537	0.43623319204768374
ENSG00000004961.15	2.161033919793667	2.137149962587487	0.023883957206180195	0.21951831622991982	0.6689621797254663
ENSG00000004975.12	2.07747890057047	2.0563879072072084	0.02109099336326148	0.24126534422775098	0.6866453969992026
ENSG00000005001.10	1.7307121836265218	1.843846614576511	-0.1131344309499891	0.021587015885833755	0.3700870788015877
ENSG00000005007.13	2.3506691794246493	2.3513462876861517	-6.771082615024682e-4	0.9712594631707894	0.9939750693774075
ENSG00000005020.13	1.6207675396583976	1.644473137163275	-0.02370559750487744	0.5468812461769925	0.8495120626970551
